"entity_id","rapm","rapm_loess","rapm_blended","rapm_error","model_date","circuit","season","round","overall_round","dev_ratio"
"brendon_hartley-d",0.0810840824763892,NA,NA,NA,2020-11-01,"imola",2020,13,1023,NA
"leclerc-d",-1.30632235175374,NA,NA,NA,2020-11-01,"imola",2020,13,1023,NA
"sirotkin-d",0.0508094202746908,NA,NA,NA,2020-11-01,"imola",2020,13,1023,NA
"albon-d",0.610758023958582,NA,NA,NA,2020-11-01,"imola",2020,13,1023,NA
"kubica-d",0.479562181832622,NA,NA,NA,2020-11-01,"imola",2020,13,1023,NA
"norris-d",-0.0921887049849634,NA,NA,NA,2020-11-01,"imola",2020,13,1023,NA
"russell-d",1.40399305908757,NA,NA,NA,2020-11-01,"imola",2020,13,1023,NA
"latifi-d",0.99388224670123,NA,NA,NA,2020-11-01,"imola",2020,13,1023,NA
"aitken-d",0,NA,NA,NA,2020-11-01,"imola",2020,13,1023,NA
"pietro_fittipaldi-d",0,NA,NA,NA,2020-11-01,"imola",2020,13,1023,NA
"mick_schumacher-d",0,NA,NA,NA,2020-11-01,"imola",2020,13,1023,NA
"tsunoda-d",0,NA,NA,NA,2020-11-01,"imola",2020,13,1023,NA
"mazepin-d",0,NA,NA,NA,2020-11-01,"imola",2020,13,1023,NA
"zhou-d",0,NA,NA,NA,2020-11-01,"imola",2020,13,1023,NA
"de_vries-d",0,NA,NA,NA,2020-11-01,"imola",2020,13,1023,NA
"sargeant-d",0,NA,NA,NA,2020-11-01,"imola",2020,13,1023,NA
"piastri-d",0,NA,NA,NA,2020-11-01,"imola",2020,13,1023,NA
"lawson-d",0,NA,NA,NA,2020-11-01,"imola",2020,13,1023,NA
"bearman-d",0,NA,NA,NA,2020-11-01,"imola",2020,13,1023,NA
"colapinto-d",0,NA,NA,NA,2020-11-01,"imola",2020,13,1023,NA
"doohan-d",0,NA,NA,NA,2020-11-01,"imola",2020,13,1023,NA
"antonelli-d",0,NA,NA,NA,2020-11-01,"imola",2020,13,1023,NA
"bortoleto-d",0,NA,NA,NA,2020-11-01,"imola",2020,13,1023,NA
"hadjar-d",0,NA,NA,NA,2020-11-01,"imola",2020,13,1023,NA
"arvid_lindblad-d",0,NA,NA,NA,2020-11-01,"imola",2020,13,1023,NA
"ferrari-c",-0.979840858252787,NA,NA,NA,2020-11-01,"imola",2020,13,1023,NA
"mclaren-c",-0.444968932302998,NA,NA,NA,2020-11-01,"imola",2020,13,1023,NA
"manor-c",0.00166860702276169,NA,NA,NA,2020-11-01,"imola",2020,13,1023,NA
"sauber-c",2.0584208040383,NA,NA,NA,2020-11-01,"imola",2020,13,1023,NA
"alpine-c",-0.181460109723821,NA,NA,NA,2020-11-01,"imola",2020,13,1023,NA
"aston_martin-c",-0.703322959733907,NA,NA,NA,2020-11-01,"imola",2020,13,1023,NA
"toro_rosso-c",0.211195781126514,NA,NA,NA,2020-11-01,"imola",2020,13,1023,NA
"mercedes-c",-3.26614669393525,NA,NA,NA,2020-11-01,"imola",2020,13,1023,NA
"red_bull-c",-2.10016235963489,NA,NA,NA,2020-11-01,"imola",2020,13,1023,NA
"williams-c",3.10144386363678,NA,NA,NA,2020-11-01,"imola",2020,13,1023,NA
"hrt-c",3.17390122160836e-08,NA,NA,NA,2020-11-01,"imola",2020,13,1023,NA
"caterham-c",1.29156163281652e-05,NA,NA,NA,2020-11-01,"imola",2020,13,1023,NA
"haas-c",2.3377752297938,NA,NA,NA,2020-11-01,"imola",2020,13,1023,NA
"NA-c",0,NA,NA,NA,2020-11-01,"imola",2020,13,1023,NA
"alonso-d",0.0249469087645776,NA,NA,NA,2020-11-15,"istanbul",2020,14,1024,NA
"button-d",0.000818632208500393,NA,NA,NA,2020-11-15,"istanbul",2020,14,1024,NA
"glock-d",1.14822773255703e-07,NA,NA,NA,2020-11-15,"istanbul",2020,14,1024,NA
"hamilton-d",-2.48868087970089,NA,NA,NA,2020-11-15,"istanbul",2020,14,1024,NA
"kobayashi-d",8.0136060778288e-06,NA,NA,NA,2020-11-15,"istanbul",2020,14,1024,NA
"perez-d",-0.514767826784331,NA,NA,NA,2020-11-15,"istanbul",2020,14,1024,NA
"pic-d",9.68203260417758e-07,NA,NA,NA,2020-11-15,"istanbul",2020,14,1024,NA
"raikkonen-d",0.680674662055439,NA,NA,NA,2020-11-15,"istanbul",2020,14,1024,NA
"resta-d",3.85082065643236e-07,NA,NA,NA,2020-11-15,"istanbul",2020,14,1024,NA
"ricciardo-d",-0.881835184497091,NA,NA,NA,2020-11-15,"istanbul",2020,14,1024,NA
"rosberg-d",-0.00156697145645428,NA,NA,NA,2020-11-15,"istanbul",2020,14,1024,NA
"vergne-d",6.0486060152169e-06,NA,NA,NA,2020-11-15,"istanbul",2020,14,1024,NA
"vettel-d",0.551566572740699,NA,NA,NA,2020-11-15,"istanbul",2020,14,1024,NA
"webber-d",-8.7328176668862e-07,NA,NA,NA,2020-11-15,"istanbul",2020,14,1024,NA
"bruno_senna-d",-5.06673328341203e-08,NA,NA,NA,2020-11-15,"istanbul",2020,14,1024,NA
"hulkenberg-d",0.438226399062713,NA,NA,NA,2020-11-15,"istanbul",2020,14,1024,NA
"karthikeyan-d",3.99059629940834e-08,NA,NA,NA,2020-11-15,"istanbul",2020,14,1024,NA
"kovalainen-d",3.0821964964234e-07,NA,NA,NA,2020-11-15,"istanbul",2020,14,1024,NA
"massa-d",-0.0118809071705257,NA,NA,NA,2020-11-15,"istanbul",2020,14,1024,NA
"michael_schumacher-d",8.57215281476821e-08,NA,NA,NA,2020-11-15,"istanbul",2020,14,1024,NA
"petrov-d",1.25074329333637e-07,NA,NA,NA,2020-11-15,"istanbul",2020,14,1024,NA
"rosa-d",6.8506580172289e-08,NA,NA,NA,2020-11-15,"istanbul",2020,14,1024,NA
"grosjean-d",1.4253113271343,NA,NA,NA,2020-11-15,"istanbul",2020,14,1024,NA
"maldonado-d",2.51466613281986e-05,NA,NA,NA,2020-11-15,"istanbul",2020,14,1024,NA
"ambrosio-d",5.01358121603182e-09,NA,NA,NA,2020-11-15,"istanbul",2020,14,1024,NA
"bottas-d",-1.31424492168692,NA,NA,NA,2020-11-15,"istanbul",2020,14,1024,NA
"chilton-d",8.69533676273954e-06,NA,NA,NA,2020-11-15,"istanbul",2020,14,1024,NA
"garde-d",6.28407404211643e-07,NA,NA,NA,2020-11-15,"istanbul",2020,14,1024,NA
"gutierrez-d",0.000571658476016424,NA,NA,NA,2020-11-15,"istanbul",2020,14,1024,NA
"jules_bianchi-d",9.55134583728957e-06,NA,NA,NA,2020-11-15,"istanbul",2020,14,1024,NA
"sutil-d",6.57996899125216e-06,NA,NA,NA,2020-11-15,"istanbul",2020,14,1024,NA
"kevin_magnussen-d",0.859611712601034,NA,NA,NA,2020-11-15,"istanbul",2020,14,1024,NA
"kvyat-d",0.771699813635032,NA,NA,NA,2020-11-15,"istanbul",2020,14,1024,NA
"ericsson-d",0.0380661786430886,NA,NA,NA,2020-11-15,"istanbul",2020,14,1024,NA
"stevens-d",6.50530399170839e-05,NA,NA,NA,2020-11-15,"istanbul",2020,14,1024,NA
"nasr-d",0.000771736147795404,NA,NA,NA,2020-11-15,"istanbul",2020,14,1024,NA
"sainz-d",-0.410949324958937,NA,NA,NA,2020-11-15,"istanbul",2020,14,1024,NA
"max_verstappen-d",-2.4842757781315,NA,NA,NA,2020-11-15,"istanbul",2020,14,1024,NA
"merhi-d",5.56371209276188e-05,NA,NA,NA,2020-11-15,"istanbul",2020,14,1024,NA
"rossi-d",1.77110220654745e-05,NA,NA,NA,2020-11-15,"istanbul",2020,14,1024,NA
"jolyon_palmer-d",0.00857270909560867,NA,NA,NA,2020-11-15,"istanbul",2020,14,1024,NA
"wehrlein-d",0.00422484134518322,NA,NA,NA,2020-11-15,"istanbul",2020,14,1024,NA
"haryanto-d",0.000378534336918781,NA,NA,NA,2020-11-15,"istanbul",2020,14,1024,NA
"vandoorne-d",0.131116680193717,NA,NA,NA,2020-11-15,"istanbul",2020,14,1024,NA
"ocon-d",0.187432437146403,NA,NA,NA,2020-11-15,"istanbul",2020,14,1024,NA
"giovinazzi-d",1.20884610419184,NA,NA,NA,2020-11-15,"istanbul",2020,14,1024,NA
"stroll-d",0.0307814371232857,NA,NA,NA,2020-11-15,"istanbul",2020,14,1024,NA
"gasly-d",-0.429655096548327,NA,NA,NA,2020-11-15,"istanbul",2020,14,1024,NA
"brendon_hartley-d",0.0736823022020007,NA,NA,NA,2020-11-15,"istanbul",2020,14,1024,NA
"leclerc-d",-1.29968334787026,NA,NA,NA,2020-11-15,"istanbul",2020,14,1024,NA
"sirotkin-d",0.0480131115679533,NA,NA,NA,2020-11-15,"istanbul",2020,14,1024,NA
"albon-d",0.547463079263501,NA,NA,NA,2020-11-15,"istanbul",2020,14,1024,NA
"kubica-d",0.456154797035396,NA,NA,NA,2020-11-15,"istanbul",2020,14,1024,NA
"norris-d",-0.0618531240626404,NA,NA,NA,2020-11-15,"istanbul",2020,14,1024,NA
"russell-d",1.43287493567679,NA,NA,NA,2020-11-15,"istanbul",2020,14,1024,NA
"latifi-d",0.993044457577901,NA,NA,NA,2020-11-15,"istanbul",2020,14,1024,NA
"aitken-d",0,NA,NA,NA,2020-11-15,"istanbul",2020,14,1024,NA
"pietro_fittipaldi-d",0,NA,NA,NA,2020-11-15,"istanbul",2020,14,1024,NA
"mick_schumacher-d",0,NA,NA,NA,2020-11-15,"istanbul",2020,14,1024,NA
"tsunoda-d",0,NA,NA,NA,2020-11-15,"istanbul",2020,14,1024,NA
"mazepin-d",0,NA,NA,NA,2020-11-15,"istanbul",2020,14,1024,NA
"zhou-d",0,NA,NA,NA,2020-11-15,"istanbul",2020,14,1024,NA
"de_vries-d",0,NA,NA,NA,2020-11-15,"istanbul",2020,14,1024,NA
"sargeant-d",0,NA,NA,NA,2020-11-15,"istanbul",2020,14,1024,NA
"piastri-d",0,NA,NA,NA,2020-11-15,"istanbul",2020,14,1024,NA
"lawson-d",0,NA,NA,NA,2020-11-15,"istanbul",2020,14,1024,NA
"bearman-d",0,NA,NA,NA,2020-11-15,"istanbul",2020,14,1024,NA
"colapinto-d",0,NA,NA,NA,2020-11-15,"istanbul",2020,14,1024,NA
"doohan-d",0,NA,NA,NA,2020-11-15,"istanbul",2020,14,1024,NA
"antonelli-d",0,NA,NA,NA,2020-11-15,"istanbul",2020,14,1024,NA
"bortoleto-d",0,NA,NA,NA,2020-11-15,"istanbul",2020,14,1024,NA
"hadjar-d",0,NA,NA,NA,2020-11-15,"istanbul",2020,14,1024,NA
"arvid_lindblad-d",0,NA,NA,NA,2020-11-15,"istanbul",2020,14,1024,NA
"ferrari-c",-1.11111444068207,NA,NA,NA,2020-11-15,"istanbul",2020,14,1024,NA
"mclaren-c",-0.512954894705819,NA,NA,NA,2020-11-15,"istanbul",2020,14,1024,NA
"manor-c",0.00156791746615882,NA,NA,NA,2020-11-15,"istanbul",2020,14,1024,NA
"sauber-c",2.08921023153642,NA,NA,NA,2020-11-15,"istanbul",2020,14,1024,NA
"alpine-c",-0.095105814292224,NA,NA,NA,2020-11-15,"istanbul",2020,14,1024,NA
"aston_martin-c",-0.796278388894439,NA,NA,NA,2020-11-15,"istanbul",2020,14,1024,NA
"toro_rosso-c",0.326894335534154,NA,NA,NA,2020-11-15,"istanbul",2020,14,1024,NA
"mercedes-c",-3.1993605343658,NA,NA,NA,2020-11-15,"istanbul",2020,14,1024,NA
"red_bull-c",-2.0788138946981,NA,NA,NA,2020-11-15,"istanbul",2020,14,1024,NA
"williams-c",3.09180816282517,NA,NA,NA,2020-11-15,"istanbul",2020,14,1024,NA
"hrt-c",2.99788547149676e-08,NA,NA,NA,2020-11-15,"istanbul",2020,14,1024,NA
"caterham-c",1.21855225816773e-05,NA,NA,NA,2020-11-15,"istanbul",2020,14,1024,NA
"haas-c",2.32706974551192,NA,NA,NA,2020-11-15,"istanbul",2020,14,1024,NA
"NA-c",0,NA,NA,NA,2020-11-15,"istanbul",2020,14,1024,NA
"alonso-d",0.0270352795480487,NA,NA,NA,2020-11-29,"bahrain",2020,15,1025,NA
"button-d",0.000799286409813576,NA,NA,NA,2020-11-29,"bahrain",2020,15,1025,NA
"glock-d",1.06096528311313e-07,NA,NA,NA,2020-11-29,"bahrain",2020,15,1025,NA
"hamilton-d",-2.60464738912696,NA,NA,NA,2020-11-29,"bahrain",2020,15,1025,NA
"kobayashi-d",7.39947465005923e-06,NA,NA,NA,2020-11-29,"bahrain",2020,15,1025,NA
"perez-d",-0.493382280687326,NA,NA,NA,2020-11-29,"bahrain",2020,15,1025,NA
"pic-d",8.94569077604372e-07,NA,NA,NA,2020-11-29,"bahrain",2020,15,1025,NA
"raikkonen-d",0.729018914857587,NA,NA,NA,2020-11-29,"bahrain",2020,15,1025,NA
"resta-d",3.59287855928025e-07,NA,NA,NA,2020-11-29,"bahrain",2020,15,1025,NA
"ricciardo-d",-0.884719349707233,NA,NA,NA,2020-11-29,"bahrain",2020,15,1025,NA
"rosberg-d",-0.001496255724901,NA,NA,NA,2020-11-29,"bahrain",2020,15,1025,NA
"vergne-d",5.67609567744583e-06,NA,NA,NA,2020-11-29,"bahrain",2020,15,1025,NA
"vettel-d",0.612679178368972,NA,NA,NA,2020-11-29,"bahrain",2020,15,1025,NA
"webber-d",-7.70523119307311e-07,NA,NA,NA,2020-11-29,"bahrain",2020,15,1025,NA
"bruno_senna-d",-4.61375471676148e-08,NA,NA,NA,2020-11-29,"bahrain",2020,15,1025,NA
"hulkenberg-d",0.415992671928254,NA,NA,NA,2020-11-29,"bahrain",2020,15,1025,NA
"karthikeyan-d",3.68866445938586e-08,NA,NA,NA,2020-11-29,"bahrain",2020,15,1025,NA
"kovalainen-d",2.8514909289497e-07,NA,NA,NA,2020-11-29,"bahrain",2020,15,1025,NA
"massa-d",-0.0108809186347185,NA,NA,NA,2020-11-29,"bahrain",2020,15,1025,NA
"michael_schumacher-d",7.72206118969428e-08,NA,NA,NA,2020-11-29,"bahrain",2020,15,1025,NA
"petrov-d",1.15535378029462e-07,NA,NA,NA,2020-11-29,"bahrain",2020,15,1025,NA
"rosa-d",6.33202972219945e-08,NA,NA,NA,2020-11-29,"bahrain",2020,15,1025,NA
"grosjean-d",1.4081741377812,NA,NA,NA,2020-11-29,"bahrain",2020,15,1025,NA
"maldonado-d",2.34433066991843e-05,NA,NA,NA,2020-11-29,"bahrain",2020,15,1025,NA
"ambrosio-d",4.64611685394299e-09,NA,NA,NA,2020-11-29,"bahrain",2020,15,1025,NA
"bottas-d",-1.1525051049301,NA,NA,NA,2020-11-29,"bahrain",2020,15,1025,NA
"chilton-d",8.03330972622833e-06,NA,NA,NA,2020-11-29,"bahrain",2020,15,1025,NA
"garde-d",5.80659598130051e-07,NA,NA,NA,2020-11-29,"bahrain",2020,15,1025,NA
"gutierrez-d",0.000520956318928966,NA,NA,NA,2020-11-29,"bahrain",2020,15,1025,NA
"jules_bianchi-d",8.81884517595867e-06,NA,NA,NA,2020-11-29,"bahrain",2020,15,1025,NA
"sutil-d",5.94987842710359e-06,NA,NA,NA,2020-11-29,"bahrain",2020,15,1025,NA
"kevin_magnussen-d",0.890387549472424,NA,NA,NA,2020-11-29,"bahrain",2020,15,1025,NA
"kvyat-d",0.871943847510057,NA,NA,NA,2020-11-29,"bahrain",2020,15,1025,NA
"ericsson-d",0.0321128647479986,NA,NA,NA,2020-11-29,"bahrain",2020,15,1025,NA
"stevens-d",6.00986569856581e-05,NA,NA,NA,2020-11-29,"bahrain",2020,15,1025,NA
"nasr-d",0.000693798078666746,NA,NA,NA,2020-11-29,"bahrain",2020,15,1025,NA
"sainz-d",-0.43087318754014,NA,NA,NA,2020-11-29,"bahrain",2020,15,1025,NA
"max_verstappen-d",-2.49157591781144,NA,NA,NA,2020-11-29,"bahrain",2020,15,1025,NA
"merhi-d",5.13820219857865e-05,NA,NA,NA,2020-11-29,"bahrain",2020,15,1025,NA
"rossi-d",1.63578176336501e-05,NA,NA,NA,2020-11-29,"bahrain",2020,15,1025,NA
"jolyon_palmer-d",0.00795100249305835,NA,NA,NA,2020-11-29,"bahrain",2020,15,1025,NA
"wehrlein-d",0.00372282049247823,NA,NA,NA,2020-11-29,"bahrain",2020,15,1025,NA
"haryanto-d",0.000349819869479351,NA,NA,NA,2020-11-29,"bahrain",2020,15,1025,NA
"vandoorne-d",0.125460683924685,NA,NA,NA,2020-11-29,"bahrain",2020,15,1025,NA
"ocon-d",0.230217435604023,NA,NA,NA,2020-11-29,"bahrain",2020,15,1025,NA
"giovinazzi-d",1.2623543768499,NA,NA,NA,2020-11-29,"bahrain",2020,15,1025,NA
"stroll-d",-0.0162857027744769,NA,NA,NA,2020-11-29,"bahrain",2020,15,1025,NA
"gasly-d",-0.532885105770084,NA,NA,NA,2020-11-29,"bahrain",2020,15,1025,NA
"brendon_hartley-d",0.0688097707670225,NA,NA,NA,2020-11-29,"bahrain",2020,15,1025,NA
"leclerc-d",-1.16368161359539,NA,NA,NA,2020-11-29,"bahrain",2020,15,1025,NA
"sirotkin-d",0.0449135406047532,NA,NA,NA,2020-11-29,"bahrain",2020,15,1025,NA
"albon-d",0.378313636479981,NA,NA,NA,2020-11-29,"bahrain",2020,15,1025,NA
"kubica-d",0.427289979267406,NA,NA,NA,2020-11-29,"bahrain",2020,15,1025,NA
"norris-d",-0.180499068606913,NA,NA,NA,2020-11-29,"bahrain",2020,15,1025,NA
"russell-d",1.35729849106252,NA,NA,NA,2020-11-29,"bahrain",2020,15,1025,NA
"latifi-d",1.08603533360088,NA,NA,NA,2020-11-29,"bahrain",2020,15,1025,NA
"aitken-d",0,NA,NA,NA,2020-11-29,"bahrain",2020,15,1025,NA
"pietro_fittipaldi-d",0,NA,NA,NA,2020-11-29,"bahrain",2020,15,1025,NA
"mick_schumacher-d",0,NA,NA,NA,2020-11-29,"bahrain",2020,15,1025,NA
"tsunoda-d",0,NA,NA,NA,2020-11-29,"bahrain",2020,15,1025,NA
"mazepin-d",0,NA,NA,NA,2020-11-29,"bahrain",2020,15,1025,NA
"zhou-d",0,NA,NA,NA,2020-11-29,"bahrain",2020,15,1025,NA
"de_vries-d",0,NA,NA,NA,2020-11-29,"bahrain",2020,15,1025,NA
"sargeant-d",0,NA,NA,NA,2020-11-29,"bahrain",2020,15,1025,NA
"piastri-d",0,NA,NA,NA,2020-11-29,"bahrain",2020,15,1025,NA
"lawson-d",0,NA,NA,NA,2020-11-29,"bahrain",2020,15,1025,NA
"bearman-d",0,NA,NA,NA,2020-11-29,"bahrain",2020,15,1025,NA
"colapinto-d",0,NA,NA,NA,2020-11-29,"bahrain",2020,15,1025,NA
"doohan-d",0,NA,NA,NA,2020-11-29,"bahrain",2020,15,1025,NA
"antonelli-d",0,NA,NA,NA,2020-11-29,"bahrain",2020,15,1025,NA
"bortoleto-d",0,NA,NA,NA,2020-11-29,"bahrain",2020,15,1025,NA
"hadjar-d",0,NA,NA,NA,2020-11-29,"bahrain",2020,15,1025,NA
"arvid_lindblad-d",0,NA,NA,NA,2020-11-29,"bahrain",2020,15,1025,NA
"ferrari-c",-0.924458714783888,NA,NA,NA,2020-11-29,"bahrain",2020,15,1025,NA
"mclaren-c",-0.64144234997556,NA,NA,NA,2020-11-29,"bahrain",2020,15,1025,NA
"manor-c",0.00144402448691865,NA,NA,NA,2020-11-29,"bahrain",2020,15,1025,NA
"sauber-c",2.16226691095334,NA,NA,NA,2020-11-29,"bahrain",2020,15,1025,NA
"alpine-c",-0.114424340677556,NA,NA,NA,2020-11-29,"bahrain",2020,15,1025,NA
"aston_martin-c",-0.817600074324021,NA,NA,NA,2020-11-29,"bahrain",2020,15,1025,NA
"toro_rosso-c",0.292071694018024,NA,NA,NA,2020-11-29,"bahrain",2020,15,1025,NA
"mercedes-c",-3.12889832842184,NA,NA,NA,2020-11-29,"bahrain",2020,15,1025,NA
"red_bull-c",-2.19411940625452,NA,NA,NA,2020-11-29,"bahrain",2020,15,1025,NA
"williams-c",3.05449217898361,NA,NA,NA,2020-11-29,"bahrain",2020,15,1025,NA
"hrt-c",2.76724477469059e-08,NA,NA,NA,2020-11-29,"bahrain",2020,15,1025,NA
"caterham-c",1.12437034434945e-05,NA,NA,NA,2020-11-29,"bahrain",2020,15,1025,NA
"haas-c",2.34352936035958,NA,NA,NA,2020-11-29,"bahrain",2020,15,1025,NA
"NA-c",0,NA,NA,NA,2020-11-29,"bahrain",2020,15,1025,NA
"alonso-d",0.0269048439594751,NA,NA,NA,2020-12-06,"bahrain",2020,16,1026,NA
"button-d",0.000791061520815709,NA,NA,NA,2020-12-06,"bahrain",2020,16,1026,NA
"glock-d",1.04470879969338e-07,NA,NA,NA,2020-12-06,"bahrain",2020,16,1026,NA
"hamilton-d",-2.7930142921162,NA,NA,NA,2020-12-06,"bahrain",2020,16,1026,NA
"kobayashi-d",7.28026839647117e-06,NA,NA,NA,2020-12-06,"bahrain",2020,16,1026,NA
"perez-d",-0.647420237722911,NA,NA,NA,2020-12-06,"bahrain",2020,16,1026,NA
"pic-d",8.80804488047018e-07,NA,NA,NA,2020-12-06,"bahrain",2020,16,1026,NA
"raikkonen-d",0.789125047136317,NA,NA,NA,2020-12-06,"bahrain",2020,16,1026,NA
"resta-d",4.21337969670572e-07,NA,NA,NA,2020-12-06,"bahrain",2020,16,1026,NA
"ricciardo-d",-0.857782829271204,NA,NA,NA,2020-12-06,"bahrain",2020,16,1026,NA
"rosberg-d",-0.00159914581846629,NA,NA,NA,2020-12-06,"bahrain",2020,16,1026,NA
"vergne-d",5.51798528473212e-06,NA,NA,NA,2020-12-06,"bahrain",2020,16,1026,NA
"vettel-d",0.736157069799147,NA,NA,NA,2020-12-06,"bahrain",2020,16,1026,NA
"webber-d",-7.54031012136322e-07,NA,NA,NA,2020-12-06,"bahrain",2020,16,1026,NA
"bruno_senna-d",-4.65615829677282e-08,NA,NA,NA,2020-12-06,"bahrain",2020,16,1026,NA
"hulkenberg-d",0.495493716380862,NA,NA,NA,2020-12-06,"bahrain",2020,16,1026,NA
"karthikeyan-d",3.63418198016844e-08,NA,NA,NA,2020-12-06,"bahrain",2020,16,1026,NA
"kovalainen-d",2.85453003472427e-07,NA,NA,NA,2020-12-06,"bahrain",2020,16,1026,NA
"massa-d",-0.0109003375765649,NA,NA,NA,2020-12-06,"bahrain",2020,16,1026,NA
"michael_schumacher-d",7.06193369581165e-08,NA,NA,NA,2020-12-06,"bahrain",2020,16,1026,NA
"petrov-d",1.13719916892117e-07,NA,NA,NA,2020-12-06,"bahrain",2020,16,1026,NA
"rosa-d",6.2380698271109e-08,NA,NA,NA,2020-12-06,"bahrain",2020,16,1026,NA
"grosjean-d",1.35638324471419,NA,NA,NA,2020-12-06,"bahrain",2020,16,1026,NA
"maldonado-d",2.76415718814908e-05,NA,NA,NA,2020-12-06,"bahrain",2020,16,1026,NA
"ambrosio-d",4.76591892068712e-09,NA,NA,NA,2020-12-06,"bahrain",2020,16,1026,NA
"bottas-d",-1.14158237892006,NA,NA,NA,2020-12-06,"bahrain",2020,16,1026,NA
"chilton-d",7.90856624693971e-06,NA,NA,NA,2020-12-06,"bahrain",2020,16,1026,NA
"garde-d",5.71793714490551e-07,NA,NA,NA,2020-12-06,"bahrain",2020,16,1026,NA
"gutierrez-d",0.000471383357025327,NA,NA,NA,2020-12-06,"bahrain",2020,16,1026,NA
"jules_bianchi-d",8.67421327743328e-06,NA,NA,NA,2020-12-06,"bahrain",2020,16,1026,NA
"sutil-d",5.79647622962383e-06,NA,NA,NA,2020-12-06,"bahrain",2020,16,1026,NA
"kevin_magnussen-d",0.93180474714591,NA,NA,NA,2020-12-06,"bahrain",2020,16,1026,NA
"kvyat-d",0.726564957226658,NA,NA,NA,2020-12-06,"bahrain",2020,16,1026,NA
"ericsson-d",0.0287953200927386,NA,NA,NA,2020-12-06,"bahrain",2020,16,1026,NA
"stevens-d",5.91632918570397e-05,NA,NA,NA,2020-12-06,"bahrain",2020,16,1026,NA
"nasr-d",0.00066626992593898,NA,NA,NA,2020-12-06,"bahrain",2020,16,1026,NA
"sainz-d",-0.576867376817341,NA,NA,NA,2020-12-06,"bahrain",2020,16,1026,NA
"max_verstappen-d",-2.50806999483471,NA,NA,NA,2020-12-06,"bahrain",2020,16,1026,NA
"merhi-d",5.05566963395611e-05,NA,NA,NA,2020-12-06,"bahrain",2020,16,1026,NA
"rossi-d",1.60969991064968e-05,NA,NA,NA,2020-12-06,"bahrain",2020,16,1026,NA
"jolyon_palmer-d",0.00829575990878917,NA,NA,NA,2020-12-06,"bahrain",2020,16,1026,NA
"wehrlein-d",0.0035034656187898,NA,NA,NA,2020-12-06,"bahrain",2020,16,1026,NA
"haryanto-d",0.000344541056315184,NA,NA,NA,2020-12-06,"bahrain",2020,16,1026,NA
"vandoorne-d",0.124071785168078,NA,NA,NA,2020-12-06,"bahrain",2020,16,1026,NA
"ocon-d",-0.0631261530269514,NA,NA,NA,2020-12-06,"bahrain",2020,16,1026,NA
"giovinazzi-d",1.32143551295341,NA,NA,NA,2020-12-06,"bahrain",2020,16,1026,NA
"stroll-d",-0.194186021959442,NA,NA,NA,2020-12-06,"bahrain",2020,16,1026,NA
"gasly-d",-0.40783144656148,NA,NA,NA,2020-12-06,"bahrain",2020,16,1026,NA
"brendon_hartley-d",0.0673899503397973,NA,NA,NA,2020-12-06,"bahrain",2020,16,1026,NA
"leclerc-d",-1.20918367791254,NA,NA,NA,2020-12-06,"bahrain",2020,16,1026,NA
"sirotkin-d",0.0437467351999883,NA,NA,NA,2020-12-06,"bahrain",2020,16,1026,NA
"albon-d",0.345379079616493,NA,NA,NA,2020-12-06,"bahrain",2020,16,1026,NA
"kubica-d",0.41912048212652,NA,NA,NA,2020-12-06,"bahrain",2020,16,1026,NA
"norris-d",-0.0572501897242462,NA,NA,NA,2020-12-06,"bahrain",2020,16,1026,NA
"russell-d",1.56400150940425,NA,NA,NA,2020-12-06,"bahrain",2020,16,1026,NA
"latifi-d",1.0940581395284,NA,NA,NA,2020-12-06,"bahrain",2020,16,1026,NA
"aitken-d",0.239666606783292,NA,NA,NA,2020-12-06,"bahrain",2020,16,1026,NA
"pietro_fittipaldi-d",0.16541956539805,NA,NA,NA,2020-12-06,"bahrain",2020,16,1026,NA
"mick_schumacher-d",0,NA,NA,NA,2020-12-06,"bahrain",2020,16,1026,NA
"tsunoda-d",0,NA,NA,NA,2020-12-06,"bahrain",2020,16,1026,NA
"mazepin-d",0,NA,NA,NA,2020-12-06,"bahrain",2020,16,1026,NA
"zhou-d",0,NA,NA,NA,2020-12-06,"bahrain",2020,16,1026,NA
"de_vries-d",0,NA,NA,NA,2020-12-06,"bahrain",2020,16,1026,NA
"sargeant-d",0,NA,NA,NA,2020-12-06,"bahrain",2020,16,1026,NA
"piastri-d",0,NA,NA,NA,2020-12-06,"bahrain",2020,16,1026,NA
"lawson-d",0,NA,NA,NA,2020-12-06,"bahrain",2020,16,1026,NA
"bearman-d",0,NA,NA,NA,2020-12-06,"bahrain",2020,16,1026,NA
"colapinto-d",0,NA,NA,NA,2020-12-06,"bahrain",2020,16,1026,NA
"doohan-d",0,NA,NA,NA,2020-12-06,"bahrain",2020,16,1026,NA
"antonelli-d",0,NA,NA,NA,2020-12-06,"bahrain",2020,16,1026,NA
"bortoleto-d",0,NA,NA,NA,2020-12-06,"bahrain",2020,16,1026,NA
"hadjar-d",0,NA,NA,NA,2020-12-06,"bahrain",2020,16,1026,NA
"arvid_lindblad-d",0,NA,NA,NA,2020-12-06,"bahrain",2020,16,1026,NA
"ferrari-c",-0.846447594694874,NA,NA,NA,2020-12-06,"bahrain",2020,16,1026,NA
"mclaren-c",-0.665932329727751,NA,NA,NA,2020-12-06,"bahrain",2020,16,1026,NA
